"","X","paranum","paratext","doc","ents"
"1501",1501,"130","130.     The representative of the European Communities on the basis of the Report of the March 1998 WTO Symposium on Trade Facilitation, and having regard to the presentations referred to by his delegation, including the presentation by the European Communities, invited the Secretariat to prepare a summary of the elements of interest to Committee Members namely on trade facilitation as a driving force in development policy. This would be a useful approach. His delegation was uncertain as to whether this would duplicate the request by the representative of Egypt, but was certain that this was a proposal that had the merit for further examination.","WTCOMTDm22.pdf","WTO, European, Communities, Secretariat, Committee, Members, Egypt"
"1502",1502,"131","131.      The representative of the UNECE said that the organization had undertaken important work in this area in the past 30 years. Bearing in mind the discussions underway, he noted that some delegations had highlighted the interoperability issues between electronic commerce and trade facilitation. Indeed, the subject of trade facilitation was amenable to analysis from different perspectives. In his view, if the 21st Century global trading system would be composed of two major components namely, (i) the multilateral trading system, based on MFN treatment, and (ii) an electronic trading system, based on most favoured network treatment, it would then be easy to identify a linkage between trade facilitation and electronic commerce.","WTCOMTDm22.pdf","UNECE, MFN"
"1503",1503,"132","132.   He remarked that the work of the UNECE focused on Electronic Data Interchange which was a backbone of most electronic commerce and trade facilitation. This should be further considered at the Committee. To this end, he suggested that a complementary view would be helpful from the Centre for the Facilitation of Procedures and Practices in Administration and Commerce and WT/COMTD/M/22 Page 28 Transport (CEFACT). Such a view would offer ideas as to the major issues in the linkage between the multilateral trading system and the electronic trading system. He said that over 40 years of GATT/WTO work had been focused on market access and market presence issues, however, the UNECE envisioned a new area of market communication issues. He, therefore, proposed that the Committee should invite at its next meeting the representative of CEFACT to address the Committee on the major issues before it and the UNECE regarding the linkages between trade facilitation and electronic commerce within the multilateral trading system.","WTCOMTDm22.pdf","Electronic, Data, Interchange, Committee, Facilitation, of, Procedures, and, Practices, in, Administration, and, Commerce, GATT/WTO, UNECE, Committee, Committee"
"1504",1504,"133","133.    The representative of Panama welcomed the presentation by UNCTAD. It noted that the mechanism of Trade Points (Centres) had been created for the purpose of trade facilitation. In a number of countries in Central and South America, there were several projects in this regard. His delegation requested UNCTAD's impressions/assessments as to how these Trade Points had contributed to trade facilitation, for instance in Central and South America? Furthermore, what type of follow-up had been accorded to these projects?","WTCOMTDm22.pdf","Panama, UNCTAD, South, America, UNCTAD, South, America"
"1505",1505,"134","134.    The representative of India welcomed the UNCTAD presentation. She said that the representative of Mexico had usefully highlighted the importance of small and medium enterprises as the principal entities in developing countries. Against this background, her delegation was therefore of the view that the Committee should discuss the role of trade facilitation in furthering the trade prospects of developing countries particularly in the conduct of trade through electronic means. She also referred to the statement by the representative of the European Communities which had highlighted the indispensable nature of trade facilitation for development activities. All these dimensions, in the view of her delegation, should be discussed in the Committee within the framework of the Work Programme on Trade Facilitation of the CTG. The representative of India, in addition, requested for clarity on the nature of the reservations by some countries on various elements of the Kyoto Convention. Such a discussion in the Committee would make it possible to understand the diversity of administrative and facilitation practices across the world and in particular the problems that were endemic to developing countries.","WTCOMTDm22.pdf","India, UNCTAD, Mexico, Committee, Committee, Work, Programme, CTG, India, Committee"
"1506",1506,"135","135.    The representative of UNCTAD responded to the comments made and questions raised. First, the trade points were based on the rationale of assisting traders within a country to enter into negotiations with other traders to buy and to sell goods and services. It was geared to address the problems faced by small and medium-sized exporters and importers. It was intended to be a private sector oriented system. However, UNCTAD had noticed that some trade points were based in ministries. This was not an efficient use of the system. In countries where the trade points had been located within chambers of commerce they had usually turned out to be more effective. However, there was not a single recipe for the success of trade points. In some places, the trade points had been more successful than others.","WTCOMTDm22.pdf","UNCTAD, UNCTAD"
"1507",1507,"136","136.      He noted that several comments had been made on the linkages between electronic commerce and trade facilitation. In this regard, he invited Committee Members to participate in the Partners for Development Meeting in Lyon from 9 to 12 November 1998. At this meeting, electronic commerce would be one of the subjects to be discussed, as would be other subjects such as transport, trade facilitation, trade points, micro-financing, bio-trade, etc. Several pre-occupations raised at this meeting would be discussed at the Lyon meeting which would engage the private sector and civil society.","WTCOMTDm22.pdf","Committee, Members, Partners, for, Development, Meeting, Lyon, Lyon"
"1508",1508,"137","137.   Finally, he commended the March Symposium of the WTO on Trade Facilitation. At that meeting, excellent documentation was circulated, and delegations made high quality interventions that were very useful.","WTCOMTDm22.pdf","WTO"
"1509",1509,"138","138.     The Committee took note of the statements made and agreed to initiate informal consultations on the item.                                                                                    WT/COMTD/M/22                                                                                           Page 29","WTCOMTDm22.pdf","Committee"
"1510",1510,"139","139.   The Chairman informed the Committee that he had received a letter from the Chairman of the Committee on Regional Trade Agreements (CRTAs) requesting him to bring to the attention of the Committee the recommendations by the CRTAs on the requirements for submission of information on the regional trade agreements contained in paragraph 4(a) of the Enabling Clause. The recommendations were contained in document WT/REG/6 before the Committee.","WTCOMTDm22.pdf","Chairman, Committee, Chairman, Committee, Committee, Committee"
"1511",1511,"14","14.      The representative of Norway thanked the Secretariat for the Three-Year Plan, even though the Plan raised concerns about its financing. There had been a rapid increase in technical cooperation and training activities since 1995. His delegation was encouraged by the improvements in these activities as shown by the use of new technologies and the organization of regional seminars, which were cost efficient and effective and should be increased. His delegation had noted from the Secretariat document, the possibility of a funding shortfall for future demand technical cooperation and training activities. This situation could force difficult choices and prioritization. He underscored the principle that technical cooperation and assistance should be demand-driven, but if available funds are limited, LDCs should be given priority. Furthermore, constraints on funding for technical cooperation should lead to increased cooperation amongst WTO, ITC and UNCTAD and increased out-sourcing of parts of WTO's technical cooperation and assistance activities to ITC, UNCTAD, and possibly also to other organizations. On the concerns expressed by the representative of Tanzania on the financing of technical cooperation, his delegation's position was that the only viable solution was to increase the core fund.","WTCOMTDm22.pdf","Norway, Secretariat, Secretariat, LDCs, WTO, ITC, UNCTAD, WTO, ITC, UNCTAD, Tanzania"
"1512",1512,"140","140.     The CRTAs had recommended that the Committee should adopt the suggested procedures, as general guidelines with respect to information on regional trade agreements submitted to it. He invited the Committee to adopt the recommendations.","WTCOMTDm22.pdf","Committee, Committee"
"1513",1513,"141","141.    The Committee agreed to adopt the recommendations.","WTCOMTDm22.pdf","Committee"
"1514",1514,"142","142.     The Chairman informed the Committee that he had received a request for observer status in the Committee from the Inter Arab Investment Guarantee Corporation, in a letter dated 14 October 1998. He recalled that WT/COMTD/W/22 and its revisions contained a list of international intergovernmental organizations with observer status in the Committee, as well as a list of those organizations whose requests had not yet been considered.","WTCOMTDm22.pdf","Chairman, Committee, Committee, Inter, Arab, Investment, Guarantee, Corporation, Committee"
